,NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,APPEARANCES,YEAR,STUDIO
829,Mikhail Arkadin (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,34,1987,DC
830,Natasha Ulyanov (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,34,1986,DC
832,Nimbus (New Earth),Secret Identity,Good Characters,White Eyes,Black Hair,Male Characters,Heterosexual,34,1981,DC
833,Diane Meade (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,34,1957,DC
834,Brian Kent (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,34,1955,DC
835,Hath-Set (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Unknown,Heterosexual,34,1940,DC
836,King Standish (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,34,1940,DC
837,Monitor Bob,Public Identity,Neutral Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,33,2007,DC
838,Darla Aquista (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,33,2004,DC
839,Charlie the Owl (New Earth),Public Identity,Good Characters,Amber Eyes,Black Hair,Male Characters,Heterosexual,33,1999,DC
840,Bloodwynd (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,33,1993,DC
841,Lester Buchinsky (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,33,1992,DC
842,Patricia Trayce (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,33,1992,DC
843,Jonathan Fox (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,33,1990,DC
844,Jewelee (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,33,1988,DC
845,Simon LaGrieve (New Earth),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,33,1987,DC
846,Felicity Smoak (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,33,1984,DC
847,Isuma Yasunari (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,33,1982,DC
848,May Bennett (New Earth),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual,33,1982,DC
849,Ubu (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,33,1971,DC
850,Sensei (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,33,1968,DC
851,Leroy Johnson (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,33,1965,DC
852,Peter Merkel (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,33,1942,DC
853,Rod Reilly (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,33,1941,DC
854,Wendy Kuttler (New Earth),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Heterosexual,32,2006,DC
855,Aleksandr Creote (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Homosexual Characters,32,2003,DC
856,Joshua Saunders (New Earth),Public Identity,Good Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,32,1996,DC
857,Albrecht Krieger (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,32,1995,DC
858,Tawky Tawny (New Earth),Public Identity,Good Characters,Orange Eyes,Orange Hair,Male Characters,Heterosexual,32,1995,DC
859,Gerri Brauer (Dakotaverse),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Homosexual Characters,32,1994,DC
860,Harry Chawney (Dakotaverse),Secret Identity,Good Characters,White Eyes,Grey Hair,Male Characters,Heterosexual,32,1994,DC
861,William MacIntyre (New Earth),Secret Identity,Good Characters,White Eyes,White Hair,Male Characters,Heterosexual,32,1994,DC
862,Aaron Helzinger (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,32,1992,DC
863,Joseph Martin (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,32,1991,DC
864,Liri Lee (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,32,1991,DC
865,Atlan (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,32,1990,DC
866,Corky Baxter (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,32,1990,DC
867,Deadline (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,32,1989,DC
869,Takeo Yakata (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,32,1988,DC
870,Boris Ulyanov (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,32,1986,DC
871,Michelle Carter (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,32,1986,DC
872,Marcia King (New Earth),Public Identity,Good Characters,Auburn Hair,Black Hair,Female Characters,Heterosexual,32,1984,DC
873,Marla Bloom (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,32,1984,DC
874,William Vickers (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,32,1984,DC
875,Prince Topaz (New Earth),Public Identity,Good Characters,Yellow Eyes,Blond Hair,Male Characters,Heterosexual,32,1983,DC
876,Ulysses Hazard (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,32,1977,DC
877,Eric Needham (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,32,1976,DC
878,Steven Smith (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,32,1972,DC
879,Ira Quimby (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,32,1963,DC
880,Simon Hurt (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,32,1963,DC
881,Amos Fortune (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,32,1961,DC
882,William Tockman (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,32,1960,DC
883,Elinore Lane (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,32,1959,DC
884,Julian Day (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,32,1958,DC
886,Mortimer Drake (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Bisexual Characters,32,1943,DC
887,Tweedledum and Tweedledee (New Earth),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,Heterosexual,32,1943,DC
888,Hades (New Earth),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,32,1941,DC
889,Santa Claus,Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,32,1940,DC
890,Jacob Kane (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,31,2009,DC
891,Slushh (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,31,2007,DC
892,Andre Twist (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,31,2006,DC
893,Marcus Driver (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,31,2003,DC
894,Karon (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Homosexual Characters,31,2002,DC
895,Jared Morillo (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,31,2001,DC
896,Erica Alexandra del Portenza (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,31,1995,DC
897,David Kim (Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,31,1994,DC
898,Chandi Gupta (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Heterosexual,31,1993,DC
899,Laira Omoto (New Earth),Secret Identity,Neutral Characters,White Eyes,Red Hair,Female Characters,Heterosexual,31,1993,DC
900,Armand Krol (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,31,1992,DC
901,Benjamin Lockwood (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,31,1991,DC
902,Flying Fox (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,31,1987,DC
904,Zastrow (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,31,1987,DC
905,Quislet (Pre-Zero Hour),Public Identity,Good Characters,Blue Eyes,Black Hair,Genderless Characters,Heterosexual,31,1985,DC
906,Apros (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Genderless Characters,Heterosexual,31,1981,DC
907,Jean-Louis Droo (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,31,1981,DC
908,Mythus (New Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,Heterosexual,31,1981,DC
909,Roy G. Bivolo (New Earth),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,Heterosexual,31,1980,DC
910,Lynn Stewart (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,31,1977,DC
911,Atlanna (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,31,1959,DC
912,King Chimera (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,30,2009,DC
913,Mark Richards (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,30,2006,DC
915,Rodunn (New Earth),Public Identity,Good Characters,Grey Eyes,Brown Hair,Male Characters,Heterosexual,30,2000,DC
916,David Cain (New Earth),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,30,1999,DC
917,Thaddeus Thawne II (New Earth),Secret Identity,Bad Characters,Yellow Eyes,Blond Hair,Male Characters,Heterosexual,30,1999,DC
918,Michael Schorr (New Earth),Public Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,Heterosexual,30,1995,DC
919,Raquel Ervin (Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,30,1993,DC
920,Kelex (New Earth),Public Identity,Neutral Characters,Photocellular Eyes,Black Hair,Genderless Characters,Heterosexual,30,1988,DC
921,Manga Khan (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,30,1988,DC
922,Euboea (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,30,1987,DC
923,Whit (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,30,1987,DC
924,Daniel Garrett (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,30,1986,DC
925,Jinx (New Earth),Secret Identity,Bad Characters,Purple Eyes,Black Hair,Female Characters,Heterosexual,30,1985,DC
926,Nommo (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,30,1982,DC
927,Wanda Wayland (New Earth),Public Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,Heterosexual,30,1982,DC
928,Funky Flashman (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,30,1972,DC
929,Iluthin (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,30,1972,DC
930,Mantis (New Earth),Secret Identity,Bad Characters,Orange Eyes,Black Hair,Male Characters,Heterosexual,30,1971,DC
931,Loren Jupiter (New Earth),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,30,1970,DC
932,Hook (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,30,1968,DC
933,Vashnu (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,30,1967,DC
934,Abel Tarrant (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,30,1963,DC
935,Carl Ferris (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,30,1959,DC
936,Percival Clearweather (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,30,1947,DC
938,Charles Grayson (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,30,1942,DC
941,Alberto Reyes (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,29,2006,DC
942,Bianca Reyes (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,29,2006,DC
943,Jamie Harper (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,29,2006,DC
944,John Trujillo (New Earth),Secret Identity,Good Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,29,2006,DC
945,Brian Durlin (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,29,2003,DC
946,Angelo Bend (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,29,2002,DC
947,Hacken (New Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,29,1996,DC
948,Arnold Burnsteel (New Earth),Public Identity,Good Characters,White Eyes,Black Hair,Male Characters,Heterosexual,29,1994,DC
949,Marcus Aelius (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,29,1994,DC
950,Edmund Dorrance (New Earth),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,Heterosexual,29,1991,DC
951,Benjamin Krullen (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,29,1988,DC
952,Celia Windward (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,29,1988,DC
953,Gregorio de la Vega (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Homosexual Characters,29,1988,DC
954,Renata Takamori (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,29,1988,DC
955,Barbara Eileen Gordon (New Earth),Public Identity,Good Characters,Hazel Eyes,Red Hair,Female Characters,Heterosexual,29,1987,DC
956,Heinrich Megala (New Earth),Public Identity,Good Characters,Black Eyes,Red Hair,Male Characters,Heterosexual,29,1987,DC
957,John Economos (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,29,1987,DC
960,Joseph Carny (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,29,1982,DC
961,Nekron (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,29,1981,DC
962,Remoni-Notra (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,29,1976,DC
963,Lorna Hill (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual,29,1967,DC
964,Key (New Earth),Secret Identity,Bad Characters,Red Eyes,White Hair,Male Characters,Heterosexual,29,1965,DC
966,"Pedro, Ghost Patrol (New Earth)",Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,29,1942,DC
967,Amentep (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,29,1940,DC
968,Clarice Winston (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual,29,1940,DC
969,Romat-Ru (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,28,2007,DC
970,Gehenna (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual,28,2005,DC
971,Candace Jean Gennaro (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,28,2002,DC
972,Celia Forrestal (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,28,2002,DC
973,Hope Taya (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,28,1999,DC
974,Lagoon Boy (New Earth),Secret Identity,Good Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,28,1998,DC
975,Bonny Hoffman (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,28,1997,DC
976,Cassius Payne (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,28,1994,DC
977,Deborah Tiegel (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,28,1994,DC
978,Torquemada (New Earth),Public Identity,Good Characters,White Eyes,Black Hair,Male Characters,Heterosexual,28,1993,DC
979,Bertron Diib (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,28,1991,DC
980,Dabney Donovan (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,28,1990,DC
981,Lyrissa Mallor (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,28,1989,DC
982,Steven Lombard (New Earth),Public Identity,Neutral Characters,Green Eyes,Red Hair,Male Characters,Heterosexual,28,1989,DC
983,Ravan (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,28,1987,DC
984,Gary Washington (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,28,1985,DC
985,Avery Carlton Sunderland (New Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,28,1982,DC
986,Deimos (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,28,1975,DC
987,Susan Linden I (New Earth),Secret Identity,Good Characters,Violet Eyes,Violet Hair,Female Characters,Heterosexual,28,1973,DC
988,Virman Vundabar (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,28,1971,DC
989,Zazzala (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,28,1963,DC
990,Ghast (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,28,1962,DC
991,Jack Jordan (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,28,1961,DC
992,Matthew Hagen (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,28,1961,DC
993,Star Hawkins (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,28,1960,DC
994,Salvatore Maroni (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,28,1942,DC
995,"Slim, Ghost Patrol (New Earth)",Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,28,1942,DC
996,Thorndyke Thompkins (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,28,1940,DC
997,Hugh Hazzard (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,28,1939,DC
998,Robin Hood (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,28,1938,DC
999,Glomulus (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,27,2009,DC
1000,Lyssa Drak (New Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Female Characters,Heterosexual,27,2007,DC
1001,Rebecca Carstairs (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual,27,2002,DC
1002,Michael Christian Amar (New Earth),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,Heterosexual,27,2001,DC
1003,Martin van Wyck (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,27,1999,DC
1004,Carmen Leno (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,27,1997,DC
1005,Roland (New Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,Heterosexual,27,1995,DC
1006,Geoffrey Barron (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,27,1993,DC
1007,William Clinton (New Earth),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,27,1993,DC
1008,Rose Lewis (New Earth),Public Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,Heterosexual,27,1990,DC
1009,Flora Black (New Earth),Secret Identity,Neutral Characters,Violet Eyes,Violet Hair,Female Characters,Heterosexual,27,1988,DC
1010,Elizabeth Thorne (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,27,1987,DC
1011,Florence Crawley (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,27,1987,DC
1012,Lori Lemaris (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,27,1987,DC
1013,Dirk Davis (New Earth),Public Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,27,1986,DC
1014,Theresa Collins (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual,27,1986,DC
1015,Karras (New Earth),Public Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,Heterosexual,27,1985,DC
1016,Sharon Scott (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,27,1984,DC
1017,Dark Opal (New Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,27,1983,DC
1019,Mona Taylor (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,Heterosexual,27,1982,DC
1020,Rupert Thorne (New Earth),Public Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,Heterosexual,27,1977,DC
1021,Destiny (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,27,1972,DC
1022,David Lincoln (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,27,1971,DC
1023,Drax (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,27,1971,DC
1024,Tiny (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,27,1967,DC
1025,Athena Tremor (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,27,1966,DC
1026,Epoch (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,27,1962,DC
1028,Robot F2324 (New Earth),Public Identity,Good Characters,Photocellular Eyes,Black Hair,Female Characters,Heterosexual,27,1960,DC
1029,"Fred, Ghost Patrol (New Earth)",Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,27,1942,DC
1030,Tong (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,27,1938,DC
1031,Erik Storn (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,26,2006,DC
1032,Hannibal Bates (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,26,2006,DC
1033,Lester Colt (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,26,2006,DC
1034,Mi-Sun Kwon (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,26,2004,DC
1035,Shyleen Lao (New Earth),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,Heterosexual,26,2001,DC
1036,Lena Luthor II (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,26,1998,DC
1037,Vesper Fairchild (New Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Heterosexual,26,1997,DC
1038,William Pettit (New Earth),Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,26,1996,DC
1039,Isadora Wellington-Smythe (Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,26,1994,DC
1040,Kahina Eskandari (Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,26,1994,DC
1041,Kevin Franklin (Dakotaverse),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,26,1993,DC
1043,Matthew Ryder (Armageddon 2001),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,26,1991,DC
1044,Pythia II (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Heterosexual,26,1988,DC
1045,Weird (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,26,1988,DC
1046,Weng Chan (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,26,1988,DC
1047,"James Gordon, Jr. (New Earth)",Public Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,26,1987,DC
1049,Lord Garnet (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,26,1983,DC
1050,Summer Day (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual,26,1978,DC
1052,Carl Andrew Bork (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,26,1969,DC
1053,Sam Simeon (New Earth),Secret Identity,Good Characters,Hazel Eyes,Black Hair,Male Characters,Heterosexual,26,1968,DC
1054,Myron Victor (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,26,1966,DC
1055,Evil Star (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,26,1965,DC
1056,Richard Rawlins (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,26,1961,DC
1057,Susan Williams (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,26,1961,DC
1058,Celia Penbrook (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,26,1955,DC
1059,Thomas Rogers (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,26,1942,DC
1061,Wotan (New Earth),Secret Identity,Bad Characters,Black Eyes,Green Hair,Male Characters,Heterosexual,26,1940,DC
1062,Marco Polo (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,26,1938,DC
1063,Joseph Higgins (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,25,2009,DC
1064,Wildstar (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,25,2009,DC
